lagoslakeid,HU4,lon,lat,random25_holdout,random75_holdout,hu4_ag50_holdout,hu4_strat75_holdout,hu4_random50_holdout,cluster_strat75_holdout,cluster_random50_holdout,tp,tn,chal,secchi,maxdepth_m,IWS_lk_ratio,iws_nlcd2006_for,lake_sdf,lakeconn_v2_1,lakeconn_v2_2,iws_sdf,iws_streamdensity_streams_density_mperha,elevation_m,wlconnections_allwetlands_shoreline%,roaddensity_mperha,baseflow_mean,runoff_mean,totalNdep_19902010_diff,hu4_nlcd2006_agr,totalNdep_1990_mean,prism_ppt_mean,prism_tmean_mean
85680,25,-94.20401,47.022405,0,0,0,1,1,1,0,NA,NA,2,NA,NA,23.62680236,68.97,1.720561131,1,0,2.013562568,1.9031,412.6159973,3.1368425,27.9871,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
85683,25,-93.645011,45.191013,0,1,0,1,1,1,1,NA,1020,8,1.7,2.558,4.506702989,35.38,1.115673666,0,0,1.957245161,0,266.1889954,1.2974969,3.5647,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
85697,25,-93.191882,45.07991,0,1,0,1,1,1,1,NA,NA,NA,0.3,NA,1.80419388,44.88,1.644003781,0,0,2.625259948,0,266.7530212,2.2641658,29.2619,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
85701,25,-93.69429,45.173326,0,0,0,1,1,0,1,NA,NA,25,0.61,NA,6.813062425,4.1,2.888597575,0,0,2.881390084,0,289.9689941,6.6099398,41.9054,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
85713,25,-93.714379,47.468304,1,1,0,1,1,0,1,NA,NA,NA,2.13,NA,8.012703723,46.64,1.159916118,0,0,2.292952682,0,415.67099,1.5757834,0,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
85738,25,-92.910081,44.906982,0,1,0,1,1,1,0,NA,NA,87,0.9,NA,82.8207174,5.45,2.192305137,0,1,2.088555214,4.0189,270.75,NA,108.8226,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
85739,25,-94.306591,46.361864,0,1,0,0,1,1,0,NA,NA,9,3.81,NA,2.105982506,28.99,1.345882349,0,1,2.604304829,2.292,363.5059814,3.7908885,56.9769,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
85748,53,-95.956646,46.228283,1,1,1,1,0,0,1,NA,NA,NA,1.68,11.3,4.141541755,30.22,1.621621386,0,0,2.744386563,0,390.1499939,3.7318094,40.1821,43.8293,3.3408,-1.2276,77.686,4.9226,712.4655,6.8874
85757,53,-95.684858,45.956067,1,1,1,0,0,1,0,NA,NA,36.9,0.4,3,28.99326894,5.43,1.993943543,0,1,2.246168922,7.3678,401.0109863,6.1867631,28.4797,43.8293,3.3408,-1.2276,77.686,4.9226,712.4655,6.8874
85766,53,-95.629522,45.993493,0,1,1,1,0,0,0,NA,NA,4,3.35,4.3,6.175672146,6.17,1.644767863,0,1,2.767070938,8.0221,407.1109924,7.2705413,17.1863,43.8293,3.3408,-1.2276,77.686,4.9226,712.4655,6.8874
85768,53,-95.497421,46.017602,0,0,1,0,0,1,0,NA,NA,NA,2.59,16.8,14.68627228,11.76,1.421337517,0,1,2.129253532,6.066,416.8819885,2.867597,22.8274,43.8293,3.3408,-1.2276,77.686,4.9226,712.4655,6.8874
85792,29,-92.84325,45.017049,1,1,0,0,0,0,1,NA,NA,12,2,3,24.78733108,14.31,2.108444618,0,0,2.18161952,0,268.8349915,NA,81.5525,57.5044,9.7548,0.6565,24.4435,5.4375,792.9928,5.6925
85795,29,-92.893271,45.132882,0,1,0,0,0,1,1,NA,NA,27,1.7,3.5,6.418009379,29.61,1.109344454,0,0,2.499122847,0,291.0547485,1.3208995,51.8122,57.5044,9.7548,0.6565,24.4435,5.4375,792.9928,5.6925
85805,55,-93.483941,44.216082,1,1,1,1,0,0,1,NA,NA,18.9,0.15,NA,2.087537404,20.79,1.259384448,0,0,2.541564918,0,324.6269836,3.4324807,10.8334,58.3755,7.2626,0.8365,52.1727,6.2456,850.4951,7.0914
86003,54,-96.066708,45.802816,0,1,1,1,0,1,0,NA,NA,NA,0.3,NA,8.775792479,0.49,1.278781418,0,1,1.894905542,1.0749,329.519989,1.9617931,24.2054,40.7452,2.8033,-1.4867,61.3385,2.6835,606.6129,4.5836
86011,54,-95.747645,46.701713,0,0,1,0,0,1,1,24,854,NA,2,2.4,3.269161861,33.3,1.33993594,0,0,2.431711132,0,415.0914612,3.6402525,24.5458,40.7452,2.8033,-1.4867,61.3385,2.6835,606.6129,4.5836
86016,54,-96.019703,47.665436,1,1,1,0,0,1,1,NA,NA,27,0.91,2.4,3.561011533,10.71,1.298655367,0,0,2.291905754,0,360.9257507,4.4006882,46.8495,40.7452,2.8033,-1.4867,61.3385,2.6835,606.6129,4.5836
86022,54,-96.183738,46.41504,1,1,1,0,0,1,1,NA,NA,8,3.5,NA,7.852130694,14.76,2.223917696,0,0,2.512576428,0,389.25,6.5382113,24.2332,40.7452,2.8033,-1.4867,61.3385,2.6835,606.6129,4.5836
86042,54,-95.664922,47.54497,0,0,1,1,0,1,0,NA,NA,NA,3.05,7,21.34744605,35.7,1.538975126,0,1,2.280217977,7.3653,400.4492188,3.1108883,17.9989,40.7452,2.8033,-1.4867,61.3385,2.6835,606.6129,4.5836
86043,54,-95.741071,46.612182,0,1,1,1,0,1,1,NA,NA,4,3,NA,3.331387223,40.29,1.825528841,0,0,2.654541472,0,413.9104004,4.3597313,19.7718,40.7452,2.8033,-1.4867,61.3385,2.6835,606.6129,4.5836
86052,26,-90.763093,47.9754,0,1,0,1,0,1,0,NA,NA,NA,4.11,21.9456,8.030141433,86.26,1.661789897,0,1,2.637198039,10.8951,546.6500244,NA,0,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
86061,26,-91.066794,48.156578,0,1,0,1,0,1,0,NA,NA,NA,3.66,5.7912,14.13594107,60.65,1.604133346,1,0,2.011172196,12.8426,442.2099915,1.4262356,0,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
86128,64,-92.456664,39.247895,0,0,1,1,1,1,0,19,650,4.8,2.46,15.4,12.55090579,90.69,2.9116487,1,0,2.291462249,13.0116,237.7072296,NA,26.1493,14.7993,8.4705,0.4558,56.0473,5.8151,1074.9712,12.5481
86161,2,-68.856892,45.92623,0,1,0,1,0,1,0,NA,NA,NA,NA,NA,36.3880151,97.94,1.196650815,1,0,2.003056903,17.3958,454.3021851,0.9949032,0,50.2865,26.0229,2.2685,1.7945,4.2741,1130.3441,4.9599
86199,9,-71.539965,43.855977,0,1,0,1,0,1,0,6,NA,NA,NA,1.7,44.47405279,92.93,1.431703083,1,0,1.799340986,4.5615,421.9869995,1.1837863,5.7289,52.6247,22.591,2.6093,4.7739,5.3417,1209.175,7.6787
86523,41,-84.047638,40.756225,0,1,1,1,1,1,0,NA,448,6.574851,2.42,NA,6.249693319,6.12,1.138734495,1,0,1.892487723,3.9703,266.7237244,2.366493,44.2524,31.5966,10.1656,2.8926,74.5622,7.0108,924.1812,9.9303
86726,25,-92.892286,45.223203,0,1,0,1,1,0,1,NA,NA,42,0.4,NA,3.407806728,9.68,1.765678094,0,0,2.335942319,0,290.5390015,3.4818074,72.4154,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
86730,25,-94.360593,46.33466,0,1,0,1,1,0,0,NA,NA,4.04,4,9.4,15.92275638,37.46,4.905161281,0,1,3.979267618,7.3974,357.4159851,26.299025,39.7762,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
86733,25,-94.03563,47.446984,1,1,0,1,1,0,1,NA,NA,NA,1.68,3.048,3.261933976,70.97,1.321417548,0,0,2.525843308,0,398.0559998,2.2236922,5.8484,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
86742,25,-94.297975,46.519274,0,1,0,1,1,0,0,NA,NA,5,2.74,7,5.117191145,36.7,1.553121299,0,1,2.500518508,7.3548,364.1069946,5.1586222,67.5311,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
86748,25,-93.410667,47.226303,1,1,0,1,1,0,1,NA,700,5.22,0.9,1,5.70802889,53.44,1.197851813,0,0,2.238242819,0.0096,393.743988,4.437623,21.4981,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
86763,25,-93.610879,45.190419,0,1,0,1,1,1,1,NA,NA,2.5,3.8,3,3.145318094,5.92,1.955678088,0,0,2.794438413,0,282.0109863,4.6237379,26.222,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
86770,25,-94.988323,45.06961,1,1,0,1,1,1,1,NA,NA,NA,0.3,NA,1.91687945,18.51,1.579065362,0,0,2.627810611,0,336.9749756,4.5980162,0,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
86776,25,-93.720483,46.40947,0,1,0,1,1,0,0,NA,NA,4.4,1.1,NA,11.38981394,25.9,1.224091336,1,0,1.930773417,5.4128,381.1799927,4.8993467,14.8242,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
86792,25,-94.346043,46.792479,0,1,0,1,1,0,1,NA,NA,NA,4.18,15.1,4.15946905,76.72,1.718413522,0,0,2.322907112,0,402.8589783,3.7118615,63.552,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
86796,53,-93.735989,43.643055,0,0,1,0,0,1,1,NA,NA,NA,1.07,NA,3.178654466,0.76,1.651862263,0,0,2.888456261,0.0093,354.2349854,5.9736802,25.836,43.8293,3.3408,-1.2276,77.686,4.9226,712.4655,6.8874
86840,29,-92.936288,45.379539,1,1,0,1,0,1,1,NA,NA,4.4,1.1,NA,38.7642477,11.45,1.428820108,1,0,2.065567964,0.6268,269.903656,1.4884202,30.2239,57.5044,9.7548,0.6565,24.4435,5.4375,792.9928,5.6925
86932,60,-92.179163,40.196164,0,1,1,0,1,1,0,56,1100,23.6,1.2,12,15.59760003,3.4,2.307921079,1,0,2.000288943,8.2883,233.1389923,3.7098121,15.752,14.181,8.397,-0.3901,65.4091,5.782,1014.5344,11.8677
86937,60,-92.043215,39.722022,1,1,1,1,1,1,0,204,1820,7.3,0.2,8.6,30.99496519,6.14,1.986761722,1,0,1.737362598,7.0734,217.9119873,3.0332823,35.1041,14.181,8.397,-0.3901,65.4091,5.782,1014.5344,11.8677
87067,54,-95.675027,46.90279,0,1,1,1,0,1,0,NA,NA,5.88,1.7,4.8768,0.989321275,51.68,1.422938289,0,1,3.416313103,1.5668,441.1351013,7.5288366,16.1649,40.7452,2.8033,-1.4867,61.3385,2.6835,606.6129,4.5836
87076,54,-95.706919,46.566316,1,0,1,1,0,1,0,NA,NA,4,3.2,NA,6.114598045,12.87,1.024712812,0,1,2.026259406,0.4572,414.2616577,2.0158234,32.9543,40.7452,2.8033,-1.4867,61.3385,2.6835,606.6129,4.5836
87101,26,-92.911465,47.59738,0,1,0,1,0,1,0,NA,NA,3,2.8,11.3,17.19155954,56.69,2.794782816,1,0,2.504676542,6.8676,429.7739868,9.7350665,11.3542,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
87117,26,-93.495728,47.67258,0,1,0,1,0,1,1,NA,522,3.75,2.48,15.24,3.398418502,73.56,1.829515228,0,0,2.70905095,0.0593,420.302002,3.6137309,5.4101,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
87266,9,-72.102818,43.105917,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,40.56793179,93.01,1.135325043,1,0,1.611702114,14.5909,440.8510132,1.0348305,37.2881,52.6247,22.591,2.6093,4.7739,5.3417,1209.175,7.6787
87267,9,-71.3883,43.714618,1,1,0,1,0,1,0,22,NA,NA,NA,4.2,44.00970029,71.49,2.811321025,1,0,1.918708076,7.1609,155.6430054,3.9039306,32.9299,52.6247,22.591,2.6093,4.7739,5.3417,1209.175,7.6787
87328,11,-72.210488,41.342463,0,1,0,1,0,1,0,18,NA,3.4,NA,2.7,34.09211915,45.21,2.732518815,0,1,2.294222311,15.713,7.616000175,4.4607603,73.3894,49.7178,25.1198,3.4168,8.3497,6.5764,1247.0477,9.3886
87361,13,-74.28591,40.76343,0,1,0,1,0,1,0,12,403,NA,0.65,5.5,45.74491828,18.53,1.477301766,1,0,1.772288311,8.4857,97.80699921,2.6161901,90.7348,50.2889,21.0449,3.3694,5.6719,7.0734,1222.8021,11.2828
87513,37,-86.026936,41.803098,0,1,1,1,1,1,1,NA,NA,2.2,4.2672,10.7,3.92621209,10.42,2.153346884,0,0,2.833182857,0,242.8019867,9.7247229,44.9603,65.8962,11.4044,2.7227,53.8006,7.3809,928.5402,9.0484
87531,37,-85.790371,43.105257,1,0,1,1,1,1,0,NA,NA,2,1.0668,NA,8.851056144,1.15,1.099772611,1,0,1.802648057,6.932,251.6339874,2.6985881,28.5409,65.8962,11.4044,2.7227,53.8006,7.3809,928.5402,9.0484
87591,39,-83.48204,42.520951,0,1,0,1,1,1,0,NA,NA,2,5.7912,16.2,1.884401472,2.23,1.300953641,0,1,2.695478709,7.2256,283.9165039,7.4978628,81.1442,47.9466,8.3231,1.9534,29.3267,5.8887,833.5374,9.0081
87650,5,-74.744532,43.748826,0,1,0,0,1,0,0,NA,NA,4.3,5.7,26,8.934762826,65.89,3.894474209,0,1,3.146019947,11.2089,544.4464722,27.0841011,11.7534,51.6708,23.3406,3.1656,13.9882,6.282,1101.0326,6.1525
87796,25,-92.887709,44.923764,0,1,0,1,1,1,1,NA,NA,150,0.61,2,12.33348041,4.58,1.641382315,0,0,1.775919032,0,279.2500916,1.2288499,114.9177,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
87802,25,-94.802711,45.064534,0,1,0,0,1,1,0,NA,NA,13.5,0.9,2.7432,3.292267032,9.88,1.94673051,0,1,3.457801853,1.5286,343.3809814,14.0096422,35.6954,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
87813,25,-94.303463,46.41883,0,1,0,0,1,0,1,NA,NA,2,4.6,1.83,1.5315922,23.87,1.486352463,0,0,2.877133119,0,365.9519653,3.8889401,83.8675,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
87838,25,-94.114448,46.582034,1,1,0,1,1,0,1,NA,NA,2,4,16.8,1.134537195,40.36,1.862501081,0,0,3.517293847,0,367.1819763,12.6710659,40.3567,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
87852,25,-93.250305,47.269439,0,1,0,1,1,0,1,NA,NA,NA,2.44,NA,8.881859972,71.57,1.213230355,0,0,1.929363645,0.0877,409.9033813,1.4349265,15.8367,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
87883,53,-93.860454,43.836393,0,1,1,1,0,1,0,NA,NA,63.6,0.3,1,1.509544526,0.24,1.419727054,1,0,3.333306581,2.839,315.5280151,14.0007085,42.2286,43.8293,3.3408,-1.2276,77.686,4.9226,712.4655,6.8874
87903,29,-92.899433,45.021715,0,1,0,1,0,0,1,NA,NA,3,0.8,NA,22.18686024,11.18,1.624326171,0,0,2.053309462,0,284.1640015,NA,38.1281,57.5044,9.7548,0.6565,24.4435,5.4375,792.9928,5.6925
87999,56,-95.730023,43.916278,0,0,1,1,1,1,0,NA,NA,NA,0.61,NA,20.2687557,0.95,1.148067109,1,0,1.957489606,10.5529,471.1030273,3.5651173,17.4823,40.0772,5.7013,-0.6392,78.4802,6.1243,867.1776,8.9783
88095,51,-90.643503,37.900389,0,0,1,1,1,1,0,8,270,1,2.9,22.2,5.846272886,65.39,2.275669733,1,0,2.203919435,6.3781,270.769989,NA,84.0567,19.885,10.6999,1.866,47.2922,5.8841,1106.8237,12.9824
88111,54,-96.14869,46.181314,0,1,1,1,0,1,0,NA,NA,9.8,NA,NA,29.13590303,0.99,1.352214659,1,0,1.751322815,5.179,329.1199951,2.4597226,21.8153,40.7452,2.8033,-1.4867,61.3385,2.6835,606.6129,4.5836
88147,54,-95.83343,47.07248,0,1,1,1,0,1,1,NA,NA,69,0.3,NA,2.28951411,57.6,1.911692482,0,0,3.047070558,0,465.2975769,6.7279597,11.7828,40.7452,2.8033,-1.4867,61.3385,2.6835,606.6129,4.5836
88149,26,-92.794869,48.516335,0,1,0,0,0,1,0,NA,493,2,2.35,9.03,3.282673578,87.93,2.121868039,0,1,2.8294329,2.278,357.5380249,3.9627214,0,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
88292,2,-68.967458,45.771636,1,1,0,1,0,1,0,NA,NA,NA,NA,NA,52.8966008,84.41,4.032886127,0,1,3.477048054,9.7488,152.5479889,27.2507971,4.3437,50.2865,26.0229,2.2685,1.7945,4.2741,1130.3441,4.9599
88340,7,-71.928178,42.486554,1,0,0,0,0,1,0,NA,NA,NA,5.55,NA,12.68036668,76.76,1.788955847,1,0,1.947442464,8.5853,318.2860107,5.1487598,19.0794,47.925,24.1792,3.0082,6.5853,5.8813,1205.8622,6.8017
88354,10,-71.687882,42.109885,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,1.903198415,41.14,1.554809232,0,1,2.525671882,2.5406,93.27799988,NA,82.369,57.049,24.672,1.803,4.8034,4.9128,1241.9529,10.0176
88439,13,-73.820459,41.424685,0,1,0,1,0,1,0,NA,NA,NA,NA,NA,8.308948751,86.79,2.091874693,0,1,2.167620688,5.2439,229.2350006,5.0373259,10.1121,50.2889,21.0449,3.3694,5.6719,7.0734,1222.8021,11.2828
88499,28,-90.531149,48.013823,1,1,0,1,0,1,0,NA,NA,NA,2.29,3.6576,27.85860924,63.06,3.303942096,0,1,2.199720485,14.1608,566.1849976,4.9913089,0,52.2612,12.1407,0.8774,3.9893,4.2312,781.2754,4.0389
88627,39,-83.324847,42.581386,1,1,0,1,1,1,0,NA,NA,NA,2.4384,NA,20.75368174,3.56,1.345010848,1,0,1.730553322,4.3409,278.565094,0.9576908,75.8124,47.9466,8.3231,1.9534,29.3267,5.8887,833.5374,9.0081
88693,5,-74.809868,44.304178,0,1,0,0,1,0,1,NA,NA,NA,NA,4.6,3.555635927,90.2,1.280066206,0,0,2.016025761,0.2186,450.4100037,1.3542651,0,51.6708,23.3406,3.1656,13.9882,6.282,1101.0326,6.1525
88702,5,-74.343614,44.70892,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,9.367805915,82.05,5.264651571,0,1,3.839608175,6.535,439.7449951,16.5593318,0.7848,51.6708,23.3406,3.1656,13.9882,6.282,1101.0326,6.1525
88720,5,-73.701975,43.539838,0,1,0,0,1,0,0,NA,NA,NA,NA,21,9.861194795,87.36,1.819008675,1,0,2.052945761,6.6868,240.3569946,6.595547,21.4884,51.6708,23.3406,3.1656,13.9882,6.282,1101.0326,6.1525
88820,49,-87.115594,38.213368,1,1,1,1,0,0,0,15,324,NA,3.3,4.6,9.224898984,77.83,2.113459034,1,0,2.116475876,3.4435,150.4940033,NA,50.8012,18.9882,16.5904,2.1595,43.5607,6.0488,1183.1917,13.4058
88825,25,-93.246416,46.92846,0,0,0,1,1,0,0,NA,NA,NA,2.29,5.4864,4.116894038,40.78,1.685538929,1,0,2.60949974,0.6526,395.2460022,5.1801568,31.8242,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
88833,25,-94.212657,46.609052,0,1,0,1,1,0,1,NA,NA,7,1.83,NA,19.28096253,64.8,1.499061956,0,0,2.133650797,0,366.8809814,2.6553362,62.9791,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
88837,25,-95.502992,46.947994,0,1,0,1,1,0,0,NA,NA,4,2.74,NA,7.325690026,82.96,1.340030018,1,0,2.265173392,2.8321,465.0792236,3.7383086,6.8842,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
88845,25,-93.0245,45.068334,1,1,0,0,1,0,1,NA,NA,89,0.15,1.829,15.70820482,5.04,1.339328363,0,0,1.846956214,0,281.348999,1.3570183,84.8281,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
88847,25,-93.745271,46.52035,1,1,0,1,1,1,1,NA,NA,42,1.1,NA,5.987871108,31.64,1.662138976,1,0,2.428381935,0,369.2759705,3.5917731,24.5595,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
88848,25,-94.769804,46.977572,0,0,0,1,1,1,0,NA,NA,7.87,3.1,19.812,5.862513379,67.97,1.769492455,0,1,2.493926653,0.8101,422.71698,6.0356173,23.5308,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
88851,25,-95.550358,46.383035,0,1,0,0,1,1,0,NA,NA,NA,1.07,NA,6.520241177,26.65,1.75428404,0,1,2.253805465,2.2742,403.274353,12.2032743,16.0834,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
88856,25,-95.020961,47.601583,0,1,0,1,1,0,1,NA,NA,4,2.7,NA,8.033649241,49.75,3.541407121,0,0,3.037079697,0,426.8914185,8.335299,11.5374,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
88857,25,-93.388977,44.969763,0,0,0,1,1,0,1,NA,1408,14.01,1.31,1.7,5.308714329,27.13,1.172742432,0,0,1.998632898,0.0865,270.1539917,1.6441574,20.4174,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
88858,25,-95.338576,47.0755,0,1,0,1,1,1,0,NA,NA,1,2.44,1,4.866980058,70.56,1.4731758,0,1,3.317506978,4.9872,475.5700073,8.0398112,12.2138,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
88859,25,-94.221509,46.213818,1,1,0,1,1,1,0,NA,NA,21,1.98,NA,71.20666435,26.26,1.377405669,0,1,2.282196287,5.3044,357.4089661,3.6185456,20.233,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
88865,25,-94.194895,46.486654,0,0,0,1,1,1,1,NA,NA,16,0.9,NA,1.901632546,32.4,1.500516597,0,0,2.874089028,0,367.4649963,5.848311,29.247,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
88869,25,-93.623266,47.447451,0,1,0,1,1,0,1,NA,845,1.57,3,NA,1.615189649,76.71,1.557680839,0,0,2.997069778,0,425.774353,3.4721402,13.0537,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
88886,25,-93.886458,46.601198,0,1,0,1,1,1,0,NA,NA,3.2,0.69,NA,20.81235918,53.55,1.417821843,0,1,2.389998616,7.2531,369.3069763,6.1154329,4.3675,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
88924,53,-95.964899,46.125841,0,1,1,1,0,1,0,NA,NA,11,1.68,15.2,1.356601521,12.27,1.768117935,0,1,4.003329906,2.4564,362.3099976,14.9602405,44.4278,43.8293,3.3408,-1.2276,77.686,4.9226,712.4655,6.8874
88965,29,-92.87698,45.14791,1,1,0,1,0,0,1,NA,NA,270,0.305,NA,2.606590611,28.15,2.170049149,0,0,3.124869451,0,305.5031128,2.7835202,38.5964,57.5044,9.7548,0.6565,24.4435,5.4375,792.9928,5.6925
88977,29,-93.09606,45.367245,0,1,0,1,0,1,0,NA,NA,5.1,1.6,NA,6.251287399,63.81,1.113060768,0,1,1.913145143,4.998,271.9580078,2.0588549,52.7795,57.5044,9.7548,0.6565,24.4435,5.4375,792.9928,5.6925
89182,54,-96.109368,47.559066,0,1,1,1,0,1,1,NA,NA,20,0.8,NA,1.505931622,15.42,1.351803997,0,0,2.977115809,0,371.8585815,3.1626984,33.759,40.7452,2.8033,-1.4867,61.3385,2.6835,606.6129,4.5836
89184,54,-96.37406,46.862291,0,0,1,1,0,1,0,NA,NA,46,0.9,NA,14.52265462,1.58,1.444383824,1,0,1.950083685,4.4801,336.5599976,3.3789259,21.5173,40.7452,2.8033,-1.4867,61.3385,2.6835,606.6129,4.5836
89214,54,-95.292638,47.394992,1,0,1,1,0,1,1,NA,NA,3,1.22,3.9624,1.992969647,63.09,1.108339889,0,0,3.223905433,0.0081,459.2574768,9.1433313,10.4669,40.7452,2.8033,-1.4867,61.3385,2.6835,606.6129,4.5836
89216,54,-95.72722,46.712197,0,1,1,1,0,1,0,NA,NA,4,3.66,NA,3.585842085,42.49,1.433878287,0,1,2.547878696,5.9786,410.6648865,4.6772752,12.5774,40.7452,2.8033,-1.4867,61.3385,2.6835,606.6129,4.5836
89235,26,-91.405967,47.93309,1,1,0,1,0,1,0,NA,NA,NA,0.8,NA,159.7528056,61.05,1.523020302,0,1,3.227078957,5.6562,453.1219788,1.7375003,1.2798,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
89238,26,-92.16378,47.950647,1,1,0,1,0,0,1,NA,NA,NA,1.52,NA,9.246533858,76.44,1.651064386,0,0,2.230760306,0.0472,447.0509949,2.5008515,0,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
89242,26,-92.845577,48.477002,0,0,0,1,0,1,1,NA,618,10,1.5,6.002,6.080389202,64.82,1.509026078,0,0,1.988284469,0,357.8349915,1.5083224,0,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
89314,64,-93.287754,38.603375,0,1,1,0,1,1,0,18,570,4.8,2,10.5,47.80538055,11.82,2.053552688,1,0,1.804611254,12.991,259.5049744,3.9513928,25.3964,14.7993,8.4705,0.4558,56.0473,5.8151,1074.9712,12.5481
89377,9,-71.541774,43.220011,1,1,0,1,0,1,0,34,NA,NA,NA,4.2,28.11055838,33.1,2.747168242,1,0,2.513565268,7.949,69.3030014,3.8752551,87.4227,52.6247,22.591,2.6093,4.7739,5.3417,1209.175,7.6787
89386,7,-72.702972,42.171437,0,1,0,1,0,1,1,16,NA,27.2,2.3,6.2,6.110503148,21.82,1.349098875,0,0,1.849397738,0,74.76700592,1.4513269,74.0567,47.925,24.1792,3.0082,6.5853,5.8813,1205.8622,6.8017
89507,16,-74.989734,41.908509,0,1,0,1,1,1,0,NA,1000,8.5,2.2,2.2,20.97270793,92.99,2.02819304,0,1,1.703399092,3.8584,561.5469971,NA,23.8777,52.1144,22.7675,2.4692,16.4146,6.5568,1185.8311,10.4801
89513,16,-74.873601,41.764393,0,1,0,1,1,0,0,100,300,NA,NA,NA,114.8696369,65.3,2.090114006,1,0,1.653884675,9.7413,357.6556702,NA,24.6384,52.1144,22.7675,2.4692,16.4146,6.5568,1185.8311,10.4801
89675,40,-84.350255,43.985253,1,1,1,1,1,1,0,24,NA,2.5,2.5908,NA,185.0537678,26.17,5.942691351,0,1,2.68263833,11.9718,214.4120026,21.3389972,17.0901,50.1246,9.0451,1.8669,47.4295,5.7532,815.286,8.041
89690,40,-83.660957,42.756761,1,1,1,1,1,0,1,NA,NA,NA,4.2672,3,5.7509188,39.15,1.958668529,0,0,2.393144323,0,303.1514282,2.7490118,13.7435,50.1246,9.0451,1.8669,47.4295,5.7532,815.286,8.041
89692,39,-83.376448,42.565413,1,1,0,1,1,1,0,NA,NA,NA,3.048,NA,32.05512291,26.9,1.563585538,1,0,2.191424424,15.5076,281.0441284,NA,48.5194,47.9466,8.3231,1.9534,29.3267,5.8887,833.5374,9.0081
89746,5,-75.30015,43.927482,1,1,0,1,1,0,0,NA,NA,NA,NA,7.6,9.822100003,68.19,3.242352815,0,1,2.400160989,1.3467,326.29599,NA,13.0342,51.6708,23.3406,3.1656,13.9882,6.282,1101.0326,6.1525
89756,5,-75.041076,43.683599,0,0,0,0,1,0,1,NA,NA,1.8,NA,6.4,9.012644751,76.36,1.514482608,0,0,1.960361874,0.0321,535.4609985,NA,28.2971,51.6708,23.3406,3.1656,13.9882,6.282,1101.0326,6.1525
89901,25,-95.179041,47.469802,0,0,0,1,1,1,0,NA,NA,17,1.07,4,222.5240176,46.67,1.523966759,0,1,2.579699506,7.9155,417.180603,3.9072653,19.3995,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
